Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ41,OUT049,4312.6597
FDQ27,OUT035,1835.5541
FDC26,OUT017,1828.065
NCF43,OUT027,3781.9722
NCR50,OUT035,2605.2273
FDE39,OUT018,1691.9558
FDN49,OUT027,1146.0798
DRG11,OUT035,1828.9617
NCA18,OUT049,1891.0065
FDM36,OUT018,2569.1804
FDW32,OUT017,1403.2704
NCQ18,OUT010,251.3005
FDX14,OUT027,2059.2522
FDD46,OUT017,2509.5994
FDI34,OUT019,598.6693
NCJ17,OUT035,1448.7399
FDB52,OUT035,4322.7593
FDV55,OUT018,2071.716
FDC57,OUT046,3149.884
FDB29,OUT046,1881.2085
NCO43,OUT035,1746.4222
FDG44,OUT045,816.0282
FDJ34,OUT045,2058.8474
FDH40,OUT049,1300.9165
NCD07,OUT027,2970.9763
FDB41,OUT017,725.7351
FDH47,OUT018,1267.334
DRK37,OUT035,3256.5293
FDM25,OUT019,416.4511
NCX06,OUT045,3001.577
NCS05,OUT017,2228.165
FDS39,OUT045,2349.57
FDC47,OUT027,5551.957
FDG20,OUT013,3090.0417
DRL23,OUT017,1746.0629
FDY33,OUT013,2594.8113
NCH18,OUT045,4036.9033
FDX47,OUT035,2678.1907
NCB06,OUT045,2584.2925
FDP36,OUT049,766.68225
FDW44,OUT018,2593.1736
NCU41,OUT018,2881.5774
NCS17,OUT046,1551.7606
FDD46,OUT035,2621.573
FDE45,OUT017,2946.738
FDI09,OUT017,3939.1948
NCJ54,OUT010,579.53687
NCA29,OUT018,2580.5737
NCN41,OUT027,3243.4236
FDY34,OUT035,2833.4404
NCG55,OUT035,1985.22
DRM49,OUT046,694.36926
NCB42,OUT049,1877.3026
FDE58,OUT045,1876.1918
DRJ25,OUT013,904.3533
FDS47,OUT010,163.49117
FDY21,OUT049,3189.954
NCI54,OUT013,1708.9274
FDO24,OUT017,2580.2424
FDY43,OUT035,2844.7659
FDF35,OUT018,1422.5847
NCP29,OUT019,163.70366
FDN28,OUT027,2747.2295
FDJ50,OUT018,567.1774
FDQ14,OUT027,4051.888
FDC37,OUT035,1839.0593
FDN08,OUT046,1957.6014
FDD04,OUT035,2386.6233
FDW34,OUT018,2899.9707
FDP04,OUT017,1077.6558
NCG07,OUT017,3128.7068
NCN14,OUT018,2739.095
FDJ16,OUT045,893.75073
NCM42,OUT045,1798.1006
NCF19,OUT046,803.536
FDY21,OUT018,2928.1733
FDY19,OUT035,1971.1945
FDV09,OUT045,2466.9558
FDA28,OUT013,2150.3674
FDC38,OUT018,1865.1929
FDL28,OUT045,3805.8655
NCH43,OUT049,3560.6304
NCN53,OUT045,550.1405
NCW05,OUT017,1745.7751
NCO30,OUT018,2791.0798
FDT04,OUT019,66.80599
FDB27,OUT018,2966.1687
NCK07,OUT013,2707.6199
NCA53,OUT013,612.3399
FDB33,OUT018,2348.7937
FDU37,OUT017,1312.9296
FDR13,OUT035,1995.5715
FDE45,OUT049,2894.4795
FDV37,OUT017,3260.3933
FDX44,OUT019,208.45905
NCL06,OUT017,4346.6133
FDJ28,OUT045,3130.3608
FDX55,OUT049,3572.238
NCK17,OUT018,378.63535
FDH52,OUT035,1103.3188
FDN13,OUT027,2756.9854
FDK44,OUT018,2510.3328
FDU16,OUT046,1331.4153
FDZ07,OUT017,983.58575
NCN06,OUT027,4342.4233
FDH02,OUT010,207.58034
NCW18,OUT045,3874.801
FDH57,OUT013,2183.2573
FDV35,OUT045,2487.4097
NCU29,OUT013,2280.684
NCP02,OUT046,1003.838
FDN44,OUT013,2699.77
FDX03,OUT018,433.69403
FDR11,OUT010,372.9329
FDA36,OUT046,3067.1162
FDP58,OUT027,5789.2056
FDH31,OUT045,1599.2513
FDH34,OUT035,3185.5957
FDS13,OUT035,4431.3364
FDT01,OUT018,3242.9268
FDY09,OUT049,2877.4404
FDV33,OUT027,6415.6274
NCW29,OUT010,323.9192
NCN17,OUT045,1630.7238
FDX01,OUT046,1945.9803
FDL03,OUT049,3191.0847
DRL59,OUT049,824.6845
DRM11,OUT027,5783.065
FDA43,OUT049,3201.3438
FDZ56,OUT010,476.97946
FDI44,OUT018,946.79486
FDB50,OUT013,1382.1927
FDU15,OUT019,198.69206
NCJ19,OUT019,160.05974
FDD48,OUT013,1938.9269
NCW42,OUT035,3734.4614
FDL24,OUT017,2914.0532
NCB30,OUT013,3274.4695
FDK25,OUT013,2909.762
FDW28,OUT049,3163.9653
FDD47,OUT017,2841.2458
FDK16,OUT019,188.2774
FDW37,OUT046,1461.2842
FDA48,OUT035,3700.0833
FDA14,OUT017,2404.2283
FDV15,OUT013,1669.4525
FDN22,OUT049,4107.3604
NCD55,OUT045,650.6939
FDY43,OUT013,2794.62
NCU05,OUT017,1329.1879
FDF10,OUT035,2479.8748
FDR39,OUT018,2726.4087
FDG40,OUT013,455.06036
FDZ28,OUT019,333.32928
FDE02,OUT045,1488.8666
FDU60,OUT049,2737.656
FDM21,OUT013,4285.3306
FDV52,OUT019,300.07065
NCW06,OUT013,3146.5417
FDX36,OUT035,3805.8054
FDT35,OUT027,4496.097
NCL19,OUT010,367.2566
NCD31,OUT046,2736.2937
FDE53,OUT019,216.49115
FDW58,OUT019,282.0528
DRF48,OUT046,3096.5188
FDW57,OUT035,2994.11
DRH13,OUT017,1782.2
FDT33,OUT013,2760.069
DRK47,OUT027,5265.8564
FDY22,OUT010,405.54648
FDC35,OUT019,505.08362
FDO03,OUT013,3906.6382
FDF24,OUT045,1315.697
FDF56,OUT018,2671.1047
FDD28,OUT013,911.62573
FDG53,OUT027,3849.7678
FDO27,OUT019,264.26047
NCF54,OUT018,2545.6985
FDC20,OUT027,1586.4873
FDU10,OUT046,634.7156
DRA24,OUT018,2413.7122
FDA02,OUT010,330.7479
FDG10,OUT017,983.6654
FDW39,OUT010,478.25577
FDP04,OUT019,126.55926
NCM55,OUT013,3061.0784
FDG47,OUT045,4287.3057
NCU41,OUT017,3185.4597
NCK31,OUT017,871.49365
FDZ46,OUT045,1791.829
FDU13,OUT027,3993.2876
NCF19,OUT045,789.05884
NCJ43,OUT013,2803.9592
NCJ05,OUT045,2504.0122
FDS04,OUT027,3702.8943
FDX28,OUT010,230.04721
FDB41,OUT027,1337.7314
FDG53,OUT046,2332.1794
FDL15,OUT010,356.88983
FDQ08,OUT049,996.32733
DRN36,OUT013,1668.4037
FDI46,OUT013,4429.1675
FDG16,OUT027,5509.367
FDV32,OUT013,911.60834
FDF44,OUT010,321.2946
FDK04,OUT018,634.9425
NCA41,OUT013,3200.8577
FDD51,OUT017,686.9142
NCZ53,OUT045,3121.6584
FDP01,OUT027,4057.3315
FDY25,OUT049,2949.937
FDB17,OUT018,2682.07
NCV54,OUT018,1698.4858
FDJ32,OUT017,1034.9738
FDA37,OUT049,2022.466
FDG35,OUT035,2933.4097
NCM05,OUT018,3475.1848
FDG45,OUT046,3517.3699
FDH28,OUT013,565.23724
NCE18,OUT049,4084.845
FDH38,OUT045,1933.3463
FDR56,OUT013,3361.8748
FDH17,OUT027,2626.3677
FDD39,OUT049,3543.205
FDB41,OUT049,693.606
NCR53,OUT046,3685.504
FDX46,OUT017,974.3181
FDV28,OUT049,521.047
FDA08,OUT018,2455.9392
FDH45,OUT017,675.4084
NCS38,OUT010,293.50168
FDD40,OUT010,452.10184
DRM59,OUT035,2630.854
NCJ43,OUT018,2628.318
NCN29,OUT013,620.5271
NCC19,OUT045,3151.8838
FDR56,OUT035,3318.9653
FDZ43,OUT049,3993.6396
FDJ32,OUT010,118.65143
DRH03,OUT017,1508.465
NCZ54,OUT035,2769.8132
FDE26,OUT017,2403.57
FDS03,OUT045,1013.8584
DRZ24,OUT019,282.95816
FDO48,OUT027,5852.0586
FDW39,OUT049,2891.061
NCK05,OUT049,951.06976
NCK30,OUT017,4267.0957
FDT27,OUT018,3430.3662
FDS08,OUT019,410.83093
NCJ19,OUT049,830.25696
FDC58,OUT045,658.53424
DRE37,OUT013,3212.9985
FDW02,OUT035,2208.996
FDJ02,OUT010,347.2496
FDX09,OUT045,2948.5818
FDT31,OUT010,435.12665
FDI24,OUT049,2886.279
FDY09,OUT045,2877.2837
FDV28,OUT045,535.6176
DRM47,OUT049,3131.8284
FDT52,OUT019,612.2087
FDI48,OUT018,585.81494
FDY55,OUT017,4253.447
FDU48,OUT013,2142.4524
FDN25,OUT045,890.0191
FDP20,OUT049,2027.1893
FDJ15,OUT013,3128.1829
FDD04,OUT018,1993.3878
FDY58,OUT045,3799.4778
FDR37,OUT018,2741.2478
FDF44,OUT013,2167.3223
FDD32,OUT045,1322.6952
FDR57,OUT017,2644.219
DRG39,OUT027,1601.3335
FDX15,OUT017,2592.8499
DRN37,OUT045,2699.2014
FDW40,OUT027,3746.874
FDB32,OUT049,1469.5709
FDM40,OUT018,2039.8453
FDE39,OUT027,3312.7195
DRH49,OUT017,1343.4664
FDT46,OUT049,770.8917
NCF06,OUT035,4383.5845
FDP07,OUT017,3229.3538
FDC04,OUT013,3487.194
FDZ32,OUT017,1752.6199
FDD50,OUT045,2720.2734
FDU56,OUT017,3065.841
FDV34,OUT017,1231.2448
NCY41,OUT013,365.19955
NCK18,OUT046,2765.1025
DRH25,OUT049,791.1553
FDT57,OUT046,3538.7625
FDV56,OUT018,1491.1183
FDV12,OUT045,1572.7987
FDN52,OUT017,1453.935
FDX38,OUT035,875.87964
FDE47,OUT018,1729.4908
NCO07,OUT013,3488.1328
FDV09,OUT027,3998.6697
FDZ23,OUT019,483.1213
DRH51,OUT018,1112.7902
NCY54,OUT045,2791.761
DRG49,OUT013,3985.0984
NCC19,OUT049,3151.719
NCV53,OUT045,4008.0925
FDZ47,OUT019,280.6195
NCO26,OUT018,1608.0009
NCP02,OUT045,990.82855
NCW30,OUT018,3070.677
NCN55,OUT046,3819.7034
FDB20,OUT010,140.7554
DRL11,OUT013,2735.2925
DRD60,OUT045,2970.1433
FDW14,OUT010,228.61316
FDL27,OUT010,152.25479
FDU09,OUT018,640.92053
DRH36,OUT027,2117.8174
FDP34,OUT027,4190.6733
FDE04,OUT017,2963.2324
FDZ57,OUT027,3419.0115
FDF02,OUT010,196.22731
FDG28,OUT045,4061.7246
NCI31,OUT046,531.37805
FDT43,OUT013,681.6325
FDU20,OUT046,1999.1965
FDD53,OUT013,664.09265
FDW15,OUT045,2448.8435
NCT53,OUT045,2694.3943
NCG55,OUT027,3036.4126
FDD48,OUT035,1961.802
FDG47,OUT049,4318.8677
FDI21,OUT017,1076.3331
FDT27,OUT017,3916.7395
DRO35,OUT013,2002.8234
FDD33,OUT017,3865.8105
FDC04,OUT035,4086.277
FDY34,OUT013,2639.1152
DRJ49,OUT049,2086.7368
FDE05,OUT049,2345.4421
FDU31,OUT017,3673.3975
NCN19,OUT027,4956.4956
FDK56,OUT027,4980.857
FDK58,OUT017,1729.453
NCJ42,OUT035,1758.7906
FDZ34,OUT027,5076.895
FDA52,OUT018,2606.6428
NCR29,OUT013,697.8285
FDT48,OUT035,3403.2642
DRJ51,OUT019,496.5419
NCS54,OUT046,2952.1846
FDV01,OUT035,2616.2363
DRG51,OUT027,4328.1973
NCG42,OUT013,2089.7686
FDA51,OUT049,1828.1371
FDV19,OUT010,408.41077
NCT18,OUT045,2989.093
NCS41,OUT045,3036.4006
FDO03,OUT046,3672.9387
FDL12,OUT010,157.27571
FDY37,OUT010,360.04117
FDI58,OUT049,1489.4485
FDT28,OUT018,2170.3083
NCC42,OUT010,339.22797
FDO01,OUT017,2152.269
FDJ02,OUT013,2432.8682
FDQ04,OUT018,388.23456
DRL47,OUT013,2171.8477
FDZ32,OUT035,1866.0328
FDC35,OUT035,3493.3787
FDX14,OUT045,1158.7488
FDZ35,OUT013,1463.6083
FDL14,OUT013,2579.2366
FDO04,OUT049,838.63654
DRK11,OUT017,2544.0698
FDB44,OUT018,3056.8838
FDZ50,OUT049,3017.2878
FDI12,OUT027,2423.4028
FDU43,OUT017,3942.847
FDD58,OUT010,232.91368
FDB27,OUT017,3248.34
FDB04,OUT018,1124.2861
NCO17,OUT013,1852.8207
FDL12,OUT017,931.0459
DRJ13,OUT049,2596.7864
FDD57,OUT045,1552.3474
FDW19,OUT035,1920.8915
DRD27,OUT018,1341.0469
FDH27,OUT027,3938.2905
NCW30,OUT027,6611.9194
FDR40,OUT018,1060.824
FDG05,OUT013,2672.3103
NCY41,OUT019,99.59054
FDI38,OUT018,3151.466
FDR20,OUT046,689.5741
FDE09,OUT017,1822.1963
FDN50,OUT019,225.89583
DRF27,OUT045,2493.3936
DRF51,OUT013,675.03754
NCO02,OUT019,188.41353
FDB51,OUT027,1782.3502
FDJ50,OUT013,768.6349
FDN52,OUT013,1366.3257
FDX14,OUT013,1140.8536
FDT27,OUT019,609.64404
FDV10,OUT013,484.9155
FDU33,OUT046,715.5597
FDU58,OUT046,3116.1526
NCP42,OUT027,5128.7007
FDL51,OUT027,5632.063
DRH15,OUT027,1365.1064
FDU16,OUT017,1410.7325
FDW15,OUT017,2492.5566
FDQ44,OUT045,1971.224
NCI06,OUT027,4752.946
DRK23,OUT019,569.52576
FDC28,OUT035,1876.8081
NCY17,OUT019,118.58407
NCV05,OUT018,2276.853
FDM34,OUT019,326.7203
DRD60,OUT027,4681.2876
FDT38,OUT046,1384.7876
FDQ57,OUT018,2133.9136
FDE59,OUT027,1060.4845
NCM43,OUT046,2712.2598
DRI51,OUT049,2712.5476
NCG30,OUT017,2035.0114
NCK54,OUT035,1978.7379
FDQ16,OUT019,237.93317
FDI36,OUT013,3299.5713
FDX16,OUT027,3958.8972
FDA34,OUT046,2880.9736
FDJ48,OUT018,3422.7458
FDU47,OUT035,2346.1655
FDS39,OUT046,2379.0676
FDD11,OUT046,3230.1472
FDM16,OUT027,2010.3392
FDU56,OUT018,2735.2314
FDQ32,OUT017,2030.8229
DRK35,OUT013,632.40955
FDA58,OUT049,3820.447
DRG48,OUT019,338.72366
FDT59,OUT010,520.26965
FDQ31,OUT019,231.69034
FDS51,OUT018,749.77155
FDW32,OUT027,2312.0212
FDI15,OUT027,6240.3047
NCV30,OUT017,1010.6684
DRG25,OUT049,3067.458
FDT02,OUT013,359.02902
FDO33,OUT027,3086.1125
FDP38,OUT035,906.26135
FDZ45,OUT035,3348.0894
NCA54,OUT027,4761.7188
FDU33,OUT017,744.6095
FDN58,OUT017,3900.9834
FDI05,OUT045,1196.704
FDM57,OUT019,242.44789
NCS42,OUT027,2365.0242
FDB57,OUT045,3645.6418
FDC03,OUT045,3227.9417
FDZ58,OUT013,1912.6985
NCK29,OUT045,2023.1138
NCR53,OUT045,3675.9524
FDE26,OUT027,3962.3289
FDU52,OUT049,2514.981
FDE41,OUT027,2306.995
FDU38,OUT018,2849.276
FDA52,OUT017,2896.425
FDW46,OUT046,1073.0511
DRI59,OUT035,3791.219
FDT38,OUT035,1447.2953
FDL33,OUT018,2950.1182
FDQ01,OUT027,6710.8325
FDJ08,OUT046,3130.9763
FDQ47,OUT049,505.4298
NCZ18,OUT013,4320.2144
FDE29,OUT017,959.2464
FDF10,OUT027,3952.2888
FDC48,OUT049,1332.2712
FDY58,OUT013,3862.1707
NCX30,OUT010,616.2554
FDV11,OUT013,2923.6687
FDT46,OUT046,803.9138
DRD01,OUT019,159.58914
FDQ11,OUT013,4389.881
NCM41,OUT017,1533.5803
NCC55,OUT013,389.19962
FDG45,OUT027,5490.984
NCQ54,OUT049,2714.8242
FDM34,OUT045,2089.2493
FDD17,OUT019,530.24133
FDN38,OUT027,6641.2935
FDB53,OUT018,2143.8948
NCL06,OUT035,4420.02
NCV18,OUT019,217.28354
FDX25,OUT013,3043.699
FDB39,OUT046,882.5709
FDC33,OUT049,3231.15
NCO14,OUT018,451.55374
FDA58,OUT027,5599.167
NCQ02,OUT017,3125.26
NCR53,OUT017,3751.2744
FDN52,OUT046,1424.8788
FDG26,OUT046,3820.6116
FDE23,OUT027,1324.5219
DRI37,OUT013,1031.9153
DRH37,OUT018,2441.4788
FDO01,OUT035,2177.129
FDK45,OUT049,1834.7628
FDP23,OUT049,3574.5425
FDM33,OUT035,3697.7742
FDD36,OUT017,1987.4148
FDL56,OUT017,1372.9454
FDT27,OUT010,609.93414
FDG52,OUT017,707.7037
NCL42,OUT035,4114.524
DRJ24,OUT046,3073.006
FDV38,OUT046,809.06116
FDT35,OUT045,2762.6797
FDY51,OUT045,3599.1052
FDC37,OUT017,1742.3572
NCP43,OUT013,2965.89
FDO33,OUT045,1800.9352
FDW04,OUT018,1894.7662
NCC31,OUT046,2582.4985
FDK22,OUT049,3555.0254
FDJ50,OUT017,911.1624
FDV13,OUT017,1483.5123
DRL60,OUT017,2535.7932
FDW03,OUT017,1767.9498
FDY27,OUT035,3037.984
FDB39,OUT027,1579.7543
FDU59,OUT045,2656.6104
FDZ57,OUT049,2110.1047
FDO21,OUT049,3721.5278
FDS43,OUT018,2814.7498
FDU28,OUT010,470.5618
FDC51,OUT010,281.01764
FDW16,OUT010,241.09428
FDP32,OUT010,280.70096
FDB60,OUT019,435.85886
NCQ30,OUT046,2000.044
FDD26,OUT049,3020.5112
FDI44,OUT045,1200.3188
DRH23,OUT046,838.16284
FDO44,OUT046,1783.2284
FDG04,OUT046,3099.6877
FDM32,OUT027,2506.9536
FDM09,OUT013,2877.8557
FDZ47,OUT013,1494.9037
FDM40,OUT027,3867.116
FDY48,OUT017,1692.0616
NCM30,OUT045,639.21716
FDX36,OUT010,577.59155
DRF03,OUT017,609.0551
FDN51,OUT049,4276.857
FDM57,OUT049,1346.4645
FDB35,OUT049,1497.7312
FDY13,OUT027,2096.8228
FDA37,OUT017,2101.4238
NCX53,OUT017,2362.2192
FDD59,OUT018,1048.2765
FDX10,OUT019,147.98642
FDC03,OUT018,2959.4087
FDW43,OUT035,3831.2126
FDW10,OUT046,2883.9573
FDY14,OUT027,6952.38
FDV43,OUT045,680.81714
FDO40,OUT013,2512.2239
FDP46,OUT027,2474.8376
NCE43,OUT019,418.42056
FDD05,OUT035,2032.818
FDJ60,OUT010,408.05234
DRE27,OUT018,1276.0754
FDO11,OUT035,4259.126
DRG11,OUT027,2989.0579
FDK33,OUT010,521.64795
DRM23,OUT045,2737.5654
FDJ02,OUT027,3930.7795
NCZ05,OUT045,1706.7805
NCL30,OUT013,1988.4104
FDZ19,OUT018,2599.6624
FDM45,OUT049,1957.3855
FDO36,OUT046,2917.8289
NCK31,OUT045,816.05054
DRJ37,OUT045,2501.548
FDP24,OUT018,1656.0518
FDF46,OUT013,1976.9005
FDX46,OUT019,203.25092
NCL18,OUT045,3127.1887
FDJ26,OUT013,3660.1372
FDJ07,OUT045,1890.7866
FDY15,OUT013,2577.537
DRG01,OUT045,1184.7057
FDF58,OUT045,1040.7404
FDZ14,OUT019,314.3297
FDP31,OUT049,971.43164
FDH45,OUT013,619.98505
FDA09,OUT010,453.67072
FDW31,OUT035,3385.2495
FDA57,OUT046,636.7741
NCE55,OUT035,2980.8528
FDC17,OUT019,467.4117
FDC59,OUT013,1028.4185
FDA22,OUT013,2960.7175
FDK52,OUT035,3767.9956
NCM26,OUT046,2516.1777
NCT53,OUT035,2851.5544
FDW45,OUT018,2171.1611
NCI18,OUT035,3767.2493
FDE38,OUT018,2433.3098
FDF08,OUT019,214.04538
FDY58,OUT010,582.76807
FDF58,OUT019,151.61235
FDX39,OUT017,3511.934
FDB44,OUT049,3468.3613
FDF28,OUT013,2094.647
FDE39,OUT013,1968.9247
FDT37,OUT018,3728.255
FDZ45,OUT017,3308.0952
FDO40,OUT035,2555.5012
FDM57,OUT027,2309.2913
DRG36,OUT017,2826.697
FDY36,OUT010,170.62843
DRL60,OUT027,4130.0073
FDS25,OUT019,441.5399
DRF49,OUT027,3099.9033
FDP16,OUT045,4031.1711
FDS60,OUT049,2937.2793
FDU15,OUT027,1032.1005
FDK43,OUT046,2096.3806
FDN25,OUT046,961.29987
FDE53,OUT049,1681.8486
FDB22,OUT013,2748.507
FDE39,OUT017,1990.84
FDX35,OUT035,3860.262
NCG54,OUT049,2757.0085
FDH27,OUT035,2482.4934
NCK42,OUT013,3566.2625
FDS25,OUT049,1737.5223
FDI10,OUT018,2580.362
FDU35,OUT035,1724.6095
FDI04,OUT017,3307.7385
DRK23,OUT035,4241.219
FDB53,OUT019,308.41876
FDY02,OUT049,4311.294
FDM60,OUT035,736.2269
NCJ31,OUT010,596.3407
DRP35,OUT017,2057.524
NCQ30,OUT018,1760.496
DRL11,OUT010,341.28217
FDU01,OUT013,3039.6423
FDR39,OUT035,3030.2217
FDO08,OUT046,2747.2566
FDC02,OUT045,4130.7026
NCZ29,OUT035,2167.7595
FDF29,OUT010,310.0469
FDZ23,OUT017,3115.2434
NCU53,OUT018,2465.1135
NCW30,OUT013,4308.547
NCM26,OUT027,4073.815
FDV50,OUT027,3284.0
FDW15,OUT049,2383.5364
FDI35,OUT027,4902.957
FDO11,OUT017,4174.1206
FDN48,OUT046,1498.6432
NCA17,OUT049,2415.444
NCN54,OUT013,1116.5171
FDP22,OUT013,710.8036
NCB54,OUT035,2168.724
FDD08,OUT045,583.5793
DRM48,OUT010,14.4409075
FDG41,OUT027,2999.3801
FDE44,OUT027,1421.9868
FDE26,OUT035,2433.592
NCS38,OUT013,1742.8734
NCJ54,OUT018,3277.415
FDI40,OUT019,235.97845
FDN45,OUT018,3359.5076
FDU43,OUT046,3965.4053
FDI04,OUT010,474.13705
NCC07,OUT018,1436.7643
NCC07,OUT019,263.79303
NCD18,OUT045,3798.6863
FDU55,OUT035,4360.0107
FDX59,OUT035,638.23816
FDR52,OUT049,3116.2751
NCP17,OUT013,828.2973
FDQ32,OUT045,2022.366
NCT17,OUT049,3082.3145
FDO10,OUT049,897.55115
FDE32,OUT049,552.9443
FDN44,OUT045,2592.443
FDH02,OUT035,1594.3615
FDK60,OUT013,1611.8301
FDS24,OUT019,231.85251
FDL03,OUT010,503.16772
FDB46,OUT027,5693.7397
FDO48,OUT049,3660.2737
FDZ39,OUT049,1668.947
FDT02,OUT027,1004.15656
FDC50,OUT013,1646.9462
FDP39,OUT035,897.36487
DRG15,OUT018,681.2894
FDP10,OUT018,1379.7544
FDF53,OUT027,4878.8643
FDN34,OUT045,2802.8816
FDK02,OUT045,1930.6613
FDC23,OUT045,2885.1309
FDJ10,OUT019,376.10947
FDE53,OUT035,1835.8278
FDR25,OUT035,4463.6865
FDW50,OUT046,2720.6055
FDS09,OUT049,802.39685
FDW49,OUT010,401.10608
FDU51,OUT046,2930.089
FDF28,OUT018,1795.5881
NCY30,OUT018,2685.4941
FDD44,OUT045,4286.1606
FDX09,OUT017,2958.682
NCF30,OUT013,2042.28
FDZ50,OUT019,469.53793
FDW37,OUT013,1371.6886
FDD11,OUT049,4177.6616
DRH39,OUT018,895.4192
FDA36,OUT049,3025.759
NCG43,OUT049,1446.9589
FDF02,OUT035,1769.1135
FDP57,OUT027,2700.5347
NCE42,OUT017,3859.7825
NCR38,OUT027,6651.767
FDP03,OUT019,334.2916
FDO51,OUT035,785.86536
NCQ42,OUT046,2101.355
NCM41,OUT046,1489.2864
FDH48,OUT027,2356.7678
DRF60,OUT046,2972.7747
FDJ27,OUT035,1711.267
FDQ14,OUT013,2521.9119
FDN27,OUT017,1935.3939
NCQ02,OUT046,3139.36
FDJ33,OUT049,2021.7842
FDP07,OUT027,5241.575
DRE01,OUT049,3773.0425
FDU36,OUT045,1634.5704
FDL28,OUT017,3817.8357
NCX53,OUT046,2324.5596
FDZ39,OUT013,1547.3486
NCP42,OUT013,3195.1917
FDJ14,OUT035,1416.5437
FDK04,OUT049,856.5235
NCC19,OUT017,3240.6318
FDS09,OUT018,567.4261
FDZ02,OUT046,1666.8163
FDD35,OUT018,1719.381
NCY42,OUT017,2433.7356
FDB05,OUT045,4066.1462
FDF20,OUT035,3302.9456
NCO41,OUT018,1331.2528
FDC40,OUT027,2208.1292
FDV58,OUT045,3200.1619
FDZ57,OUT045,2147.5847
DRM35,OUT046,2870.5168
DRN36,OUT018,1246.7534
FDQ13,OUT046,1382.171
DRO35,OUT010,236.89551
NCD43,OUT035,1797.1469
FDA51,OUT018,1566.3654
NCX17,OUT027,6123.5513
NCZ17,OUT049,583.9299
FDR11,OUT027,4258.0527
FDW34,OUT049,4002.6604
FDN50,OUT017,1542.6711
FDS09,OUT046,820.41766
FDS48,OUT018,2208.335
FDL44,OUT049,2639.957
DRF48,OUT018,2631.9353
FDA14,OUT018,2125.3289
NCD30,OUT049,1534.8143
FDI16,OUT017,819.8309
NCG06,OUT035,4367.5435
DRZ24,OUT035,2051.4126
NCS17,OUT045,1513.8668
FDB37,OUT045,3969.8354
FDE10,OUT035,2229.9084
FDC57,OUT045,3132.0515
FDM12,OUT018,2817.9976
FDE24,OUT049,2240.7578
FDW22,OUT045,3653.7354
DRD01,OUT027,1534.4346
NCZ18,OUT027,6671.8525
FDN49,OUT045,598.3323
FDR22,OUT035,1981.4546
FDV08,OUT019,91.609474
FDY39,OUT046,3102.7703
FDV36,OUT049,2019.2439
FDO60,OUT045,682.4358
FDU04,OUT027,3282.004
FDR20,OUT027,1284.553
FDW19,OUT019,292.39896
FDU40,OUT049,3151.9622
FDK15,OUT045,1559.0563
DRF15,OUT035,2556.5613
FDQ25,OUT017,2917.2405
FDI48,OUT019,136.0698
FDS49,OUT046,1246.0851
FDV22,OUT046,2631.8098
NCV42,OUT046,1823.23
FDX26,OUT046,3014.857
FDI33,OUT018,1181.4209
FDZ14,OUT049,1980.6018
FDG10,OUT013,822.28754
FDM38,OUT018,545.63153
FDG26,OUT027,6152.8164
FDH46,OUT035,1774.8151
FDN13,OUT018,1292.28
FDU57,OUT035,2564.636
NCI06,OUT046,2975.8467
FDM38,OUT045,837.5612
NCG42,OUT010,320.64355
FDL39,OUT045,2948.1394
FDT31,OUT019,445.90756
FDV59,OUT013,3658.932
FDB49,OUT035,1749.5804
FDD58,OUT049,1657.1903
DRN59,OUT046,697.2536
FDX48,OUT049,2497.7185
FDQ11,OUT049,4209.9824
FDY12,OUT049,795.6757
FDQ11,OUT045,4251.9043
DRI11,OUT017,1928.8442
FDY32,OUT027,4334.047
FDS51,OUT045,963.15955
FDR19,OUT010,361.3797
DRB13,OUT018,2578.8567
FDS21,OUT035,1098.9751
FDQ40,OUT045,2909.3733
NCE55,OUT013,2946.0085
FDX43,OUT027,4390.1265
FDS12,OUT049,1986.9088
DRK01,OUT027,2636.884
FDN25,OUT017,928.71454
FDB60,OUT046,3227.8018
FDQ13,OUT017,1396.456
DRK13,OUT045,3203.309
DRF25,OUT018,283.46045
NCD42,OUT019,101.54867
FDW25,OUT045,1384.9174
NCV29,OUT027,4719.69
NCK42,OUT035,3659.331
DRJ13,OUT027,4312.5693
DRD15,OUT017,3856.394
FDM27,OUT045,2531.8342
FDZ50,OUT018,2775.6394
FDC04,OUT046,3529.9653
FDF50,OUT049,3201.2444
FDP15,OUT045,4229.756
FDK46,OUT035,4376.125
FDZ56,OUT018,2510.6487
FDY60,OUT049,2341.2776
FDB10,OUT035,3994.6282
FDR57,OUT045,2592.111
FDU58,OUT049,3094.8235
FDH02,OUT046,1478.2166
FDP48,OUT013,3047.2842
FDI46,OUT035,4249.933
FDW56,OUT013,3240.12
NCM19,OUT010,293.93967
FDS50,OUT027,5885.8853
FDK24,OUT013,672.5685
FDO36,OUT017,2969.0552
FDK45,OUT027,3117.4595
NCL05,OUT045,667.5701
FDL32,OUT018,1552.5497
FDA28,OUT049,2026.5723
FDY36,OUT018,950.54846
FDP32,OUT018,1809.5723
FDL50,OUT046,2034.9053
DRC24,OUT049,2448.256
NCS18,OUT017,1791.8156
FDD16,OUT017,1218.4708
NCV18,OUT013,1252.4967
FDX07,OUT046,3047.9082
NCZ05,OUT027,2744.6963
NCI31,OUT013,406.0674
FDK14,OUT049,1327.0001
